,id,address,tower_name,building_type,rooms,garages,useful_area,latitude,longitude,point_estimate,minimum_estimate,maximum_estimate
4762,4762,"Rua Frederic Chopin, 210",Torre única,Apartamento,4,6,585,-23.58391370,-46.68813820,18902000,16066700,21737300
4763,4763,"Rua Frederic Chopin, 210",Torre única,Cobertura,4,6,1180,-23.58391370,-46.68813820,38127000,32408000,43846100
4764,4764,"Rua Frederic Chopin, 245",Torre única,Apartamento,5,6,516,-23.58451570,-46.68884950,15796500,13427000,18166000
4765,4765,"Rua Frederic Chopin, 283",Torre única,Apartamento,5,7,680,-23.58488080,-46.68914930,19420000,17089600,21944600
4766,4766,"Rua Frederic Chopin, 283",Torre única,Cobertura,5,15,1333,-23.58488080,-46.68914930,38068900,33500700,43017900
4767,4767,"Rua Prof Artur Ramos, 515",Torre única,Apartamento,4,5,428,-23.58355920,-46.68879710,7329300,6229910,8428700
4768,4768,"Rua Frederic Chopin, 190",Torre única,Apartamento,3,4,280,-23.58407910,-46.68847850,7065690,6005840,8125540
4769,4769,"Rua Frederic Chopin, 190",Torre única,Cobertura,4,6,515,-23.58407910,-46.68847850,12995800,11046400,14945200
4770,4770,"Rua Franz Schubert, 111",Torre única,Apartamento,4,6,621,-23.58454560,-46.68975460,20238700,17202900,23274500
4771,4771,"Rua Franz Schubert, 111",Torre única,Cobertura,4,8,1133,-23.58454560,-46.68975460,36925000,31386300,42463800
4772,4772,"Rua Dr Alceu de Assis, 64",Torre única,Apartamento,3,2,201,-23.57938620,-46.69232620,2813610,2391570,3235650
4773,4773,"Rua Dr Alberto Cardoso de Melo Neto, 110",A,Apartamento,3,2,165,-23.57919370,-46.69255630,2160590,1836500,2484680
4774,4774,"Rua Dr Alberto Cardoso de Melo Neto, 110",A,Cobertura,3,2,300,-23.57919370,-46.69255630,3928350,3339090,4517600
4775,4775,"Rua Dr Alberto Cardoso de Melo Neto, 110",B,Apartamento,3,2,160,-23.57919370,-46.69255630,2095120,1780850,2409390
4776,4776,"Rua Angelina Maffei Vita, 670",Torre única,Apartamento,3,2,240,-23.58019280,-46.69262150,3327780,2828610,3826950
4777,4777,"Rua Hungria, 844",Torre única,Apartamento,4,2,210,-23.57964660,-46.69282820,4033930,3428840,4639020
4778,4778,"Rua Emb Raul Fernandes, 20",Torre única,Apartamento,3,3,125,-23.57972390,-46.69277740,2953670,2362940,3544410
4779,4779,"Rua Carlos Millan, 132",Torre única,Apartamento,3,2,320,-23.57791930,-46.69011350,5755440,4892120,6618750
4780,4780,"Rua Angelina Maffei Vita, 344",Torre única,Apartamento,4,2,271,-23.57877500,-46.68973510,3550960,3018320,4083610
4781,4781,"Rua Angelina Maffei Vita, 314",Torre única,Apartamento,4,3,276,-23.57885090,-46.68946060,4389460,3731040,5047880
4782,4782,"Rua Angelina Maffei Vita, 280",AVIGNON,Apartamento,4,4,500,-23.57848470,-46.68901970,10058200,8549470,11566900
4783,4783,"Rua Angelina Maffei Vita, 280",CHATEL,Apartamento,3,2,225,-23.57848470,-46.68901970,4728050,4018850,5437260
4784,4784,"Rua Angelina Maffei Vita, 280",CHATEL,Cobertura,4,3,500,-23.57848470,-46.68901970,10506800,8930770,12082800
4785,4785,"Rua Angelina Maffei Vita, 280",DIJON,Apartamento,3,2,225,-23.57848470,-46.68901970,4728050,4018850,5437260
4786,4786,"Rua Angelina Maffei Vita, 280",DIJON,Cobertura,4,3,500,-23.57848470,-46.68901970,10506800,8930770,12082800
4787,4787,"Rua Angelina Maffei Vita, 280",MONFORT,Apartamento,4,3,470,-23.57848470,-46.68901970,9454710,8036510,10872900
4788,4788,"Rua Angelina Maffei Vita, 392",Torre única,Apartamento,4,2,260,-23.57898500,-46.69015350,3430230,3018600,3876160
4789,4789,"Rua Angelina Maffei Vita, 370",Torre única,Apartamento,2,1,108,-23.57905410,-46.68983540,1358960,1155110,1562800
4790,4790,"Rua Carlos Millan, 22",Torre única,Apartamento,3,2,233,-23.57850540,-46.69077700,4537640,3856990,5218290
4791,4791,"Rua Carlos Millan, 64",Torre única,Apartamento,3,2,200,-23.57815680,-46.69062930,4725870,3780700,5671050
4792,4792,"Rua Carlos Millan, 64",Torre única,Cobertura,4,2,470,-23.57815680,-46.69062930,11105800,8884640,13327000
4793,4793,"Rua Carlos Millan, 70",Torre única,Apartamento,3,1,200,-23.57813100,-46.69057540,3613160,3071180,4155130
4794,4794,"Rua Angelina Maffei Vita, 625",Torre única,Apartamento,3,2,185,-23.57998350,-46.69191620,4371430,3497150,5245720
4795,4795,"Rua Angelina Maffei Vita, 647",Torre única,Apartamento,3,1,140,-23.58002200,-46.69218820,2489310,2115910,2862700
4796,4796,"Rua Angelina Maffei Vita, 647",Torre única,Apartamento,3,1,160,-23.58002200,-46.69218820,2844920,2418180,3271660
4797,4797,"Rua Angelina Maffei Vita, 647",Torre única,Cobertura,3,2,305,-23.58002200,-46.69218820,5423130,4609660,6236600
4798,4798,"Rua Hans Nobiling, 276",Torre única,Apartamento,3,2,160,-23.58039870,-46.69230880,3780700,3024560,4536840
4799,4799,"Rua Torquato Tasso, 318",Torre única,Apartamento,3,1,82,-23.57677460,-46.57981670,618834,495067,742600
4800,4800,"Rua Falchi Gianini, 311",Torre única,Apartamento,2,1,82,-23.57693620,-46.58071380,618834,495067,742600
4801,4801,"Rua Do Orfanato, 411",TORRE MONDO,Apartamento,4,2,120,-23.57965200,-46.58135990,850094,722580,977608
4802,4802,"Rua Do Orfanato, 411",TORRE MONDO,Cobertura,3,3,183,-23.57965200,-46.58135990,1296390,1101930,1490850
4803,4803,"Rua Do Orfanato, 411",TORRE VITTA,Apartamento,3,1,70,-23.57965200,-46.58135990,495888,421505,570272
4804,4804,"Rua Do Orfanato, 411",TORRE VITTA,Apartamento,3,2,91,-23.57965200,-46.58135990,644655,547956,741353
4805,4805,"Rua Do Orfanato, 411",TORRE VITTA,Cobertura,3,3,136,-23.57965200,-46.58135990,963440,818924,1107960
4806,4806,"Rua Do Orfanato, 593",Torre única,Apartamento,-1,-1,-1,-23.57898890,-46.57993860,-1,-1,-1
4807,4807,"Rua Do Orfanato, 593",Torre única,Apartamento,-1,-1,-1,-23.57898890,-46.57993860,-1,-1,-1
4808,4808,"Rua Do Orfanato, 529",Torre única,Apartamento,3,1,66,-23.57925380,-46.58048240,488809,405712,576795
4809,4809,"Rua Do Orfanato, 529",Torre única,Apartamento,3,2,83,-23.57925380,-46.58048240,614715,510213,725363
4810,4810,"Rua Ettore Ximenes, 300",Torre única,Apartamento,2,1,58,-23.58302110,-46.58197890,-1,-1,-1
4811,4811,"Rua Ettore Ximenes, 300",Torre única,Apartamento,3,2,71,-23.58302110,-46.58197890,-1,-1,-1
4812,4812,"Rua Torquato Tasso, 713",Torre única,Apartamento,2,1,59,-23.57987520,-46.57806310,-1,-1,-1
4813,4813,"Rua Ettore Ximenes, 313",Torre única,Apartamento,3,1,82,-23.58298950,-46.58189970,-1,-1,-1
4814,4814,"Rua Cavour, 399",Live Residencial Clube,Apartamento,2,2,55,-23.58272140,-46.58007250,-1,-1,-1
4815,4815,"Rua Falchi Gianini, 816",Torre única,Apartamento,-1,-1,-1,-23.58126440,-46.57864210,-1,-1,-1
4816,4816,"Rua Falchi Gianini, 816",Torre única,Apartamento,-1,-1,-1,-23.58126440,-46.57864210,-1,-1,-1
4817,4817,"Rua Francisco Polito, 557",Torre única,Apartamento,-1,-1,-1,-23.58034500,-46.57678500,-1,-1,-1
4818,4818,"Rua Francisco Polito, 557",Torre única,Apartamento,-1,-1,-1,-23.58034500,-46.57678500,-1,-1,-1
4819,4819,"Rua Val de Palmas, 179",Reserva das Acácias,Apartamento,2,1,47,-23.57599310,-46.56499450,-1,-1,-1
4820,4820,"Rua Val de Palmas, 179",Reserva das Acácias,Apartamento,2,1,49,-23.57599310,-46.56499450,-1,-1,-1
4821,4821,"Rua Caioaba, 385",Torre única,Apartamento,2,1,64,-23.57832810,-46.56406850,-1,-1,-1
4822,4822,"Rua Caioaba, 385",Torre única,Apartamento,3,1,69,-23.57832810,-46.56406850,-1,-1,-1
4823,4823,"Avenida Vila Ema, 1027",Torre única,Apartamento,2,1,60,-23.58111410,-46.56673640,-1,-1,-1
4824,4824,"Avenida Vila Ema, 1027",Torre única,Apartamento,2,1,72,-23.58111410,-46.56673640,-1,-1,-1
4825,4825,"Avenida Vila Ema, 1027",Torre única,Apartamento,2,2,131,-23.58111410,-46.56673640,-1,-1,-1
4826,4826,"Avenida Vila Ema, 1595",Torre única,Apartamento,2,1,48,-23.58087780,-46.56113630,-1,-1,-1
4827,4827,"Avenida Vila Ema, 1595",Torre única,Apartamento,3,1,63,-23.58087780,-46.56113630,-1,-1,-1
4828,4828,"Avenida Vila Ema, 1595",Torre única,Apartamento,2,1,92,-23.58087780,-46.56113630,-1,-1,-1
4829,4829,"Avenida Vila Ema, 1595",Torre única,Cobertura,2,1,97,-23.58087780,-46.56113630,-1,-1,-1
4830,4830,"Avenida Vila Ema, 1595",Torre única,Cobertura,3,1,126,-23.58087780,-46.56113630,-1,-1,-1
4831,4831,"Avenida Vila Ema, 1595",Torre única,Apartamento,3,1,130,-23.58087780,-46.56113630,-1,-1,-1
4832,4832,"Avenida Vila Ema, 1899",Spazio Vitta Vila Ema,Apartamento,2,1,49,-23.58070720,-46.55837580,-1,-1,-1
4833,4833,"Avenida Vila Ema, 1899",Spazio Vitta Vila Ema,Apartamento,2,1,61,-23.58070720,-46.55837580,-1,-1,-1
4834,4834,"Rua Rio Verde, 879",Torre única,Apartamento,-1,-1,-1,-23.48700000,-46.70300000,-1,-1,-1
4835,4835,"Rua Rio Verde, 879",Torre única,Apartamento,-1,-1,-1,-23.48700000,-46.70300000,-1,-1,-1
4836,4836,"Rua Itaiquara, 99",Torre única,Apartamento,2,1,55,-23.48693650,-46.69380710,-1,-1,-1
4837,4837,"Rua Itaberaba, 1515",Edifício Ituberaba,Apartamento,-1,-1,-1,-23.48895240,-46.69407510,-1,-1,-1
4838,4838,"Rua Itaberaba, 1515",Edifício Ituberaba,Apartamento,-1,-1,-1,-23.48895240,-46.69407510,-1,-1,-1
4839,4839,"Rua Carlos Alberto Moretti, 154",Torre única,Apartamento,2,1,72,-23.49022850,-46.70352080,394138,327135,465083
4840,4840,"Rua Moinho Velho, 831",Torre única,Apartamento,-1,-1,-1,-23.49093990,-46.70632710,-1,-1,-1
4841,4841,"Rua Moinho Velho, 831",Torre única,Apartamento,-1,-1,-1,-23.49093990,-46.70632710,-1,-1,-1
4842,4842,"Rua Moinho Velho, 659",Quinta do Moinho,Apartamento,3,2,69,-23.49205040,-46.70764200,377716,313504,445705
4843,4843,"Rua Monjolo, 323",Condomínio Vivere,Apartamento,-1,-1,-1,-23.49207160,-46.69949230,-1,-1,-1
4844,4844,"Rua Monjolo, 323",Condomínio Vivere,Apartamento,-1,-1,-1,-23.49207160,-46.69949230,-1,-1,-1
4845,4845,"Rua Moinho Velho, 112",Residencial Ibiza,Apartamento,-1,-1,-1,-23.49592560,-46.70652360,-1,-1,-1
4846,4846,"Rua Moinho Velho, 112",Residencial Ibiza,Apartamento,-1,-1,-1,-23.49592560,-46.70652360,-1,-1,-1
4847,4847,"Avenida Itaberaba, 451",Torre única,Apartamento,-1,-1,-1,-23.49717720,-46.69804840,-1,-1,-1
4848,4848,"Rua Sete Barras, 268",Passione Freguesia Due,Apartamento,2,1,64,-23.49882530,-46.70521650,350345,290787,413408
4849,4849,"Rua Sete Barras, 268",Passione Freguesia Due,Apartamento,2,1,65,-23.49882530,-46.70521650,355820,295330,419867
4850,4850,"Rua Sete Barras, 268",Passione Freguesia Due,Apartamento,3,2,70,-23.49882530,-46.70521650,383190,318048,452164
4851,4851,"Rua da Bica, 410",Residencial Parque dos Pássaros,Apartamento,-1,-1,-1,-23.50150940,-46.70131860,-1,-1,-1
4852,4852,"Rua da Bica, 410",Residencial Parque dos Pássaros,Apartamento,-1,-1,-1,-23.50150940,-46.70131860,-1,-1,-1
4853,4853,"Rua Chico de Paula, 295",Torre única,Apartamento,-1,-1,-1,-23.49975150,-46.70084260,-1,-1,-1
4854,4854,"Rua Chico de Paula, 295",Torre única,Apartamento,-1,-1,-1,-23.49975150,-46.70084260,-1,-1,-1
4855,4855,"Rua Chico de Paula, 335",Torre única,Apartamento,-1,-1,-1,-23.49988510,-46.70126580,-1,-1,-1
4856,4856,"Rua Chico de Paula, 335",Torre única,Apartamento,-1,-1,-1,-23.49988510,-46.70126580,-1,-1,-1
4857,4857,"Rua da Bica, 290",Torre única,Apartamento,2,1,64,-23.50107900,-46.70024750,350345,290787,413408
4858,4858,"Rua da Bica, 290",Torre única,Apartamento,3,1,69,-23.50107900,-46.70024750,377716,313504,445705
4859,4859,"Avenida Paula Ferreira, 89",Villa Rica,Apartamento,3,1,88,-23.50195670,-46.70052420,-1,-1,-1
4860,4860,"Avenida Paula Ferreira, 89",Villa Rica,Apartamento,3,1,88,-23.50195670,-46.70052420,-1,-1,-1
4861,4861,"Avenida Paula Ferreira, 207",Torre única,Apartamento,-1,-1,-1,-23.50184910,-46.70193400,-1,-1,-1
4862,4862,"Avenida Paula Ferreira, 207",Torre única,Apartamento,-1,-1,-1,-23.50184910,-46.70193400,-1,-1,-1
4863,4863,"Rua Balsa, 682",Veritá,Apartamento,2,1,49,-23.50498360,-46.70055130,-1,-1,-1
4864,4864,"Rua Mateus Garcia, 919",Chateau Monet Residence Garden,Apartamento,3,2,105,-23.45063620,-46.62343790,-1,-1,-1
4865,4865,"Rua Mateus Garcia, 919",Chateau Monet Residence Garden,Apartamento,4,2,131,-23.45063620,-46.62343790,-1,-1,-1
4866,4866,"Rua Prof Alves Pedroso, 380",Torre única,Apartamento,2,-1,49,-23.50233660,-46.52324350,-1,-1,-1
4867,4867,"Rua Prof Alves Pedroso, 380",Torre única,Cobertura,2,-1,88,-23.50233660,-46.52324350,-1,-1,-1
4868,4868,"Rua Felisbina Ferreira, 342",Residencial Firenze,Apartamento,2,1,50,-23.55550250,-46.52107580,-1,-1,-1
4869,4869,"Rua Felisbina Ferreira, 342",Residencial Firenze,Apartamento,2,1,50,-23.55550250,-46.52107580,-1,-1,-1
4870,4870,"Rua Astarte, 140",Torre única,Apartamento,2,1,60,-23.55250260,-46.52636060,-1,-1,-1
4871,4871,"Avenida Dezenove de Janeiro, 567",Varandas Vila Carrão,Apartamento,2,1,48,-23.55693400,-46.52463400,269584,223755,318109
4872,4872,"Avenida Dezenove de Janeiro, 567",Varandas Vila Carrão,Apartamento,2,1,53,-23.55693400,-46.52463400,297666,247062,351245
4873,4873,"Avenida Dezenove de Janeiro, 567",Varandas Vila Carrão,Apartamento,2,1,57,-23.55693400,-46.52463400,320131,265709,377754
4874,4874,"Avenida Dezenove de Janeiro, 567",Varandas Vila Carrão,Apartamento,3,2,70,-23.55693400,-46.52463400,393143,326309,463909
4875,4875,"Rua Francisca de Paula, 170",Torre única,Apartamento,3,2,77,-23.55509790,-46.52856840,-1,-1,-1
4876,4876,"Rua Renato Rinaldi, 1675",Torre única,Apartamento,2,2,58,-23.55480560,-46.53124060,-1,-1,-1
4877,4877,"Rua Francisca de Paula, 326",Torre única,Apartamento,2,1,52,-23.55798120,-46.53034240,-1,-1,-1
4878,4878,"Rua Rego Barros, 375",Torre única,Apartamento,-1,-1,-1,-23.56335620,-46.51922150,-1,-1,-1
4879,4879,"Rua Natal Meira de Barros, 205",Jardim Aricanduva,Apartamento,-1,-1,-1,-23.56356610,-46.51271830,-1,-1,-1
4880,4880,"Rua Natal Meira de Barros, 205",Jardim Aricanduva,Apartamento,-1,-1,-1,-23.56356610,-46.51271830,-1,-1,-1
4881,4881,"Rua Rego Barros, 815",Fatto Nova Carrão,Apartamento,2,1,46,-23.56575750,-46.51534420,-1,-1,-1
4882,4882,"Rua Rego Barros, 815",Fatto Nova Carrão,Apartamento,3,1,61,-23.56575750,-46.51534420,-1,-1,-1
4883,4883,"Rua Rego Barros, 1155",Torre única,Apartamento,1,1,45,-23.56759720,-46.51347260,-1,-1,-1
4884,4884,"Rua Rego Barros, 1155",Torre única,Apartamento,2,1,47,-23.56759720,-46.51347260,-1,-1,-1
4885,4885,"Rua Rego Barros, 1155",Torre única,Apartamento,2,2,60,-23.56759720,-46.51347260,-1,-1,-1
4886,4886,"Rua Pedro Malaquias, 268",Torre única,Apartamento,3,1,79,-23.55334810,-46.52454110,-1,-1,-1
4887,4887,"Avenida Sapopemba, 6094",Lazuli,Apartamento,3,1,67,-23.58525350,-46.53376620,-1,-1,-1
4888,4888,"Avenida Sapopemba, 6158",Residencial das Flores,Apartamento,2,1,56,-23.58555950,-46.53352280,-1,-1,-1
4889,4889,"Rua Alberto Ramos, 50",Torre única,Apartamento,-1,-1,-1,-23.58282010,-46.56280600,-1,-1,-1
4890,4890,"Rua Orlando Calixto, 92",Grand Club Condominio,Apartamento,1,1,28,-23.58971550,-46.55405420,-1,-1,-1
4891,4891,"Rua Orlando Calixto, 92",Grand Club Condominio,Apartamento,2,1,61,-23.58971550,-46.55405420,-1,-1,-1
4892,4892,"Rua Orlando Calixto, 92",Grand Club Condominio,Apartamento,3,1,74,-23.58971550,-46.55405420,-1,-1,-1
4893,4893,"Rua Alberto Ramos, 487",Allegro Jardim Avelino,Apartamento,2,1,50,-22.75277710,-47.66011250,-1,-1,-1
4894,4894,"Rua Alberto Ramos, 487",Allegro Jardim Avelino,Apartamento,3,1,60,-22.75277710,-47.66011250,-1,-1,-1
4895,4895,"Rua Rubens Fraga de Toledo Arruda, 778",Vista Bela Penha,Apartamento,2,1,51,-23.49855870,-46.51295630,-1,-1,-1
4896,4896,"Rua Rubens Fraga de Toledo Arruda, 778",Vista Bela Penha,Apartamento,3,1,61,-23.49855870,-46.51295630,-1,-1,-1
4897,4897,"Rua Olga Fadel Abarca, 350",Torre única,Apartamento,1,1,32,-20.84190810,-49.41582910,-1,-1,-1
4898,4898,"Rua Olga Fadel Abarca, 350",Torre única,Apartamento,2,1,50,-20.84190810,-49.41582910,-1,-1,-1
4899,4899,"Rua Belarmino Ferreira, 37",Residencial Canadá,Apartamento,2,1,54,-23.56028100,-46.51166900,-1,-1,-1
4900,4900,"Rua Belarmino Ferreira, 37",Residencial Canadá,Apartamento,3,1,63,-23.56028100,-46.51166900,-1,-1,-1
4901,4901,"Rua Pacheco Gato, 120",Torre única,Apartamento,-1,-1,-1,-23.58773840,-46.48864290,-1,-1,-1
4902,4902,"Rua Frei Diogo das Chagas, 89",Torre única,Apartamento,-1,-1,-1,-23.60492480,-46.51596120,-1,-1,-1
4903,4903,"Rua Pascoal Ranieri Mazzilli, 233",Avanti Clube,Apartamento,2,1,45,-23.60629670,-46.52605270,-1,-1,-1
4904,4904,"Rua Pascoal Ranieri Mazzilli, 233",Avanti Clube,Apartamento,3,1,59,-23.60629670,-46.52605270,-1,-1,-1
4905,4905,"Rua Ferreira de Oliveira, 74",-,Apartamento,2,1,52,-23.52529040,-46.60323560,281304,225043,337565
4906,4906,"Rua Ferreira de Oliveira, 74",-,Apartamento,3,1,61,-23.52529040,-46.60323560,329992,263993,395990
4907,4907,"Rua Ferreira de Oliveira, 74",2,Apartamento,-1,-1,-1,-23.52529040,-46.60323560,-1,-1,-1
4908,4908,"Rua Catumbi, 1139",Camino,Apartamento,2,1,65,-23.52832100,-46.60230600,351846,299069,404623
4909,4909,"Rua Catumbi, 1139",Camino,Apartamento,3,2,95,-23.52832100,-46.60230600,514236,437101,591371
4910,4910,"Rua Catumbi, 1139",Camino,Cobertura,3,3,185,-23.52832100,-46.60230600,1001410,851196,1151620
4911,4911,"Rua Rubens Meireles, 235",Way Barra,Apartamento,1,1,62,-23.51938100,-46.66577630,636297,540852,731741
4912,4912,"Rua Rubens Meireles, 235",Way Barra,Apartamento,3,2,134,-23.51938100,-46.66577630,1375220,1168940,1581510
4913,4913,"Rua Rubens Meireles, 99",Torre única,Apartamento,1,1,37,-23.52075470,-46.66600070,-1,-1,-1
4914,4914,"Rua Rubens Meireles, 99",Torre única,Apartamento,1,1,41,-23.52075470,-46.66600070,-1,-1,-1
4915,4915,"Rua Rubens Meireles, 99",Torre única,Apartamento,1,1,45,-23.52075470,-46.66600070,-1,-1,-1
4916,4916,"Rua Rubens Meireles, 99",Torre única,Apartamento,1,1,48,-23.52075470,-46.66600070,-1,-1,-1
4917,4917,"Rua Rubens Meireles, 99",Torre única,Apartamento,2,1,62,-23.52075470,-46.66600070,-1,-1,-1
4918,4918,"Rua Rubens Meireles, 99",Torre única,Cobertura,1,1,62,-23.52075470,-46.66600070,-1,-1,-1
4919,4919,"Rua Rubens Meireles, 99",Torre única,Cobertura,1,1,121,-23.52075470,-46.66600070,-1,-1,-1
4920,4920,"Avenida Amador Aguiar, 530",Torre única,Apartamento,2,1,50,-23.44355220,-46.72900470,-1,-1,-1
4921,4921,"Avenida Amador Aguiar, 530",Torre única,Apartamento,3,1,72,-23.44355220,-46.72900470,-1,-1,-1
4922,4922,"Rua Nelson Palma Travassos, 270",La Placa,Apartamento,2,1,56,-23.45749720,-46.74381300,-1,-1,-1
4923,4923,"Rua Nelson Palma Travassos, 270",La Placa,Apartamento,3,1,67,-23.45749720,-46.74381300,-1,-1,-1
4924,4924,"Avenida Nossa Senhora da Paz, 193",Torre única,Apartamento,2,1,46,-23.44069240,-46.72249870,-1,-1,-1
4925,4925,"Avenida Nossa Senhora da Paz, 193",Torre única,Cobertura,2,1,63,-23.44069240,-46.72249870,-1,-1,-1
4926,4926,"Rua Aracari, 126",Torre única,Apartamento,3,2,211,-23.58290040,-46.68552620,2923250,2484760,3361740
4927,4927,"Rua Aracari, 139",Torre única,Apartamento,3,2,198,-23.58300840,-46.68537060,2772510,2301180,3271560
4928,4928,"Rua Aracari, 177",Torre única,Apartamento,3,2,130,-23.58325170,-46.68524150,1718350,1460600,1976110
4929,4929,"Rua Jacurici, 70",Torre única,Apartamento,3,3,268,-23.58457810,-46.68593900,3709230,3152840,4265610
4930,4930,"Rua Jacurici, 70",Torre única,Apartamento,3,3,305,-23.58457810,-46.68593900,4221320,3588120,4854520
4931,4931,"Rua Jacurici, 70",Torre única,Cobertura,3,4,580,-23.58457810,-46.68593900,8027430,6823320,9231550
4932,4932,"Rua Jacurici, 166",SAN RAMON,Apartamento,4,2,138,-23.58501970,-46.68678060,1469810,1249340,1690280
4933,4933,"Rua Jacurici, 166",SAN ROLAND,Apartamento,4,2,138,-23.58501970,-46.68678060,1469810,1249340,1690280
4934,4934,"Rua Jacurici, 166",SAN VALENTIN,Apartamento,3,1,125,-23.58501970,-46.68678060,1331350,1131650,1531050
4935,4935,"Rua Jacurici, 166",SAN VICTORIO,Apartamento,3,1,107,-23.58501970,-46.68678060,1139640,968691,1310580
4936,4936,"Rua Jacurici, 266",Torre única,Apartamento,3,2,200,-23.58559310,-46.68790870,2800520,2324430,3304610
4937,4937,"Rua Jacurici, 238",Torre única,Apartamento,3,1,152,-23.58542660,-46.68763300,1758370,1494610,2022120
4938,4938,"Rua Jacurici, 86",Torre única,Apartamento,3,2,130,-23.58462000,-46.68602600,1488270,1265030,1711510
4939,4939,"Rua Jacurici, 36",Torre única,Apartamento,3,3,197,-23.58448290,-46.68574960,2536180,2155750,2916600
4940,4940,"Rua Jacurici, 36",Torre única,Cobertura,3,3,380,-23.58448290,-46.68574960,4892120,4158300,5625930
4941,4941,"Rua Jacurici, 184",Torre única,Apartamento,2,1,75,-23.58522120,-46.68715430,929072,789711,1068430
4942,4942,"Rua Jacurici, 184",Torre única,Cobertura,2,2,150,-23.58522120,-46.68715430,1858140,1579420,2136870
4943,4943,"Rua Camargo Cabral, 30",Torre única,Apartamento,4,7,462,-23.58408240,-46.68679990,11643700,9664240,13739500
4944,4944,"Rua Camargo Cabral, 30",Torre única,Cobertura,4,9,743,-23.58408240,-46.68679990,18725600,15542300,22096200
4945,4945,"Rua Jacurici, 155",PORTOFINO,Apartamento,4,2,220,-23.58515510,-46.68660780,3133880,2663800,3603960
4946,4946,"Rua Jacurici, 155",TAORMINA,Apartamento,3,2,238,-23.58515510,-46.68660780,3390290,2881740,3898830
4947,4947,"Rua Jacurici, 155",TAORMINA,Cobertura,3,2,450,-23.58515510,-46.68660780,6410210,5448680,7371740
4948,4948,"Rua Jacurici, 249",Torre única,Apartamento,2,1,95,-23.58554930,-46.68763520,1127030,957973,1296080
4949,4949,"Rua Jacurici, 249",Torre única,Apartamento,3,1,100,-23.58554930,-46.68763520,1186340,1008390,1364300
4950,4950,"Rua Jacurici, 215",Torre única,Apartamento,4,5,310,-23.58539930,-46.68733030,6134340,5214180,7054480
4951,4951,"Rua Jacurici, 215",Torre única,Cobertura,4,6,580,-23.58539930,-46.68733030,11477100,9755570,13198700
4952,4952,"Rua Jacurici, 73",PALAZZO DI FERRARA,Apartamento,4,5,370,-23.58485930,-46.68615040,8632970,7338030,9927920
4953,4953,"Rua Jacurici, 73",PALAZZO DI FERRARA,Cobertura,4,6,650,-23.58485930,-46.68615040,15166000,12891100,17440900
4954,4954,"Rua Jacurici, 73",PALAZZO DI SAVOIA,Apartamento,4,6,460,-23.58485930,-46.68615040,10732900,9122950,12342800
4955,4955,"Rua Jacurici, 73",PALAZZO DI SAVOIA,Cobertura,4,7,800,-23.58485930,-46.68615040,18665900,15866000,21465800
4956,4956,"Rua Adolfo Tabacow, 197",LESTE,Apartamento,4,4,250,-23.58438910,-46.68483370,3668810,3118490,4219140
4957,4957,"Rua Adolfo Tabacow, 197",LESTE,Cobertura,4,4,498,-23.58438910,-46.68483370,7308280,6212040,8404520
4958,4958,"Rua Adolfo Tabacow, 197",OESTE,Apartamento,4,4,250,-23.58438910,-46.68483370,2896800,2549180,3273380
4959,4959,"Rua Adolfo Tabacow, 197",OESTE,Cobertura,4,4,476,-23.58438910,-46.68483370,5515510,4853650,6232520
4960,4960,"Rua Jorge Coelho, 157",Torre única,Apartamento,3,2,110,-23.58335460,-46.68480590,1439120,1223260,1654990
4961,4961,"Rua Jorge Coelho, 167",Torre única,Apartamento,4,4,262,-23.58364110,-46.68485050,5252190,4464360,6040010
4962,4962,"Rua Jorge Coelho, 167",Torre única,Cobertura,4,6,381,-23.58364110,-46.68485050,7637720,6492060,8783380
4963,4963,"Rua Carlito, 808",Torre única,Apartamento,-1,-1,-1,-23.57163630,-46.53836130,-1,-1,-1
4964,4964,"Rua Carlito, 808",Torre única,Apartamento,-1,-1,-1,-23.57163630,-46.53836130,-1,-1,-1
4965,4965,"Rua Taquara Branca, 78",Torre única,Apartamento,3,2,88,-23.50521490,-46.61369490,-1,-1,-1
4966,4966,"Rua Taquara Branca, 78",Torre única,Apartamento,3,2,110,-23.50521490,-46.61369490,-1,-1,-1
4967,4967,"Rua Chico Pontes, 589",Torre única,Apartamento,-1,-1,-1,-23.50583040,-46.60649240,-1,-1,-1
4968,4968,"Avenida Joaquina Ramalho, 834",Torre única,Apartamento,-1,-1,-1,-23.50935380,-46.60537500,-1,-1,-1
4969,4969,"Rua Do Canal, 215",Residencial Villa Aveiro,Apartamento,3,1,63,-23.51004520,-46.60343700,-1,-1,-1
4970,4970,"Avenida Guilherme, 1515",Edifício Itália,Apartamento,-1,-1,-1,-23.51007580,-46.60119670,-1,-1,-1
4971,4971,"Avenida Guilherme, 1515",Edifício Itália,Apartamento,3,1,65,-23.51007580,-46.60119670,-1,-1,-1
4972,4972,"Rua Vinte e Dois de Agosto, 505",Premmio Vila Nova,Apartamento,2,1,47,-23.46609530,-46.65837970,-1,-1,-1
4973,4973,"Avenida Casa Verde, 535",Torre única,Apartamento,-1,-1,-1,-23.50023400,-46.64821040,-1,-1,-1
4974,4974,"Avenida Casa Verde, 535",Torre única,Apartamento,-1,-1,-1,-23.50023400,-46.64821040,-1,-1,-1
